Timestamp,ShowDate,ShowVenue,TicketCost,Ticketssource, LoverFestTickets,MerchBoostEmail 
11/16/2022 12:26,5/27/2023,East Rutherford,139,Verified Fan Presale,No,Yes
11/16/2022 12:26,4/29/2023,Atlanta,66,Verified Fan Presale,No,Yes
11/16/2022 12:27,4/15/2023,Tampa,27.65,Verified Fan Presale,No,Yes
11/16/2022 12:27,6/9/2023,Detroit,35,Capital One Presale,No,Yes
11/16/2022 12:27,7/15/2023,Denver,70,Verified Fan Presale,Yes,No
11/16/2022 12:30,7/22/2023,Seattle,80,Verified Fan Presale,No,No
11/16/2022 12:30,8/9/2023,Los Angeles,74.6,Verified Fan Presale,No,No
11/16/2022 12:32,7/7/2023,Kansas City,27,Verified Fan Presale,No,No
11/16/2022 12:33,7/29/2023,Santa Clara,102.6,Verified Fan Presale,No,Yes
11/16/2022 12:34,3/25/2023,Las Vegas,86.98,Verified Fan Presale,No,No
11/16/2022 12:35,3/31/2023,Arlington,150,Verified Fan Presale,No,No
11/16/2022 12:36,6/9/2023,Detroit,31,Verified Fan Presale,No,No
11/16/2022 12:37,6/23/2023,Minneapolis,100,Capital One Presale,No,No
11/16/2022 12:37,8/3/2023,Los Angeles,86,Verified Fan Presale,No,No
11/16/2022 12:37,6/10/2023,Detroit,30.56,Verified Fan Presale,No,No
11/16/2022 12:37,4/30/2023,Atlanta,56,Verified Fan Presale,No,No
11/16/2022 12:37,4/14/2023,Tampa,70,Verified Fan Presale,No,Yes
11/16/2022 12:37,4/23/2023,Houston,50.65,Verified Fan Presale,No,No
11/16/2022 12:38,5/13/2023,Philadelphia,120,Verified Fan Presale,Yes,Yes
11/16/2022 12:38,6/23/2023,Minneapolis,100,Verified Fan Presale,No,No
11/16/2022 12:38,8/9/2023,Los Angeles,89.4,Verified Fan Presale,Yes,Yes
11/16/2022 12:38,3/24/2023,Las Vegas,74,Verified Fan Presale,No,No
11/16/2022 12:39,7/14/2023,Denver,29,Verified Fan Presale,No,No
11/16/2022 12:39,4/15/2023,Tampa,49,Verified Fan Presale,No,No
11/16/2022 12:39,4/29/2023,Atlanta,50,Capital One Presale,No,No
11/16/2022 12:40,4/2/2023,Arlington,61,Verified Fan Presale,No,Yes
11/16/2022 12:40,6/10/2023,Detroit,75,Verified Fan Presale,No,No
11/16/2022 12:40,6/24/2023,Minneapolis,155,Verified Fan Presale,No,No
11/16/2022 12:41,5/26/2023,East Rutherford,19,Verified Fan Presale,No,Yes
11/16/2022 12:41,5/5/2023,Nashville,92.1,Verified Fan Presale,No,Yes
11/16/2022 12:41,6/3/2023,Chicago,55,Verified Fan Presale,Yes,No
11/16/2022 12:41,4/1/2023,Arlington,51.78,Verified Fan Presale,No,Yes
11/16/2022 12:42,5/6/2023,Nashville,35,Verified Fan Presale,No,Yes
11/16/2022 12:42,5/12/2023,Philadelphia,111,Capital One Presale,No,No
11/16/2022 12:44,3/17/2023,Glendale,100,Verified Fan Presale,No,Yes
11/16/2022 12:44,5/28/2023,East Rutherford,100,Capital One Presale,No,Yes
11/16/2022 12:45,5/12/2023,Philadelphia,81,Verified Fan Presale,No,No
11/16/2022 12:45,3/24/2023,Las Vegas,261.87,Verified Fan Presale,No,No
11/16/2022 12:45,5/27/2023,East Rutherford,30,Verified Fan Presale,No,No
11/16/2022 12:46,7/8/2023,Kansas City,47,Verified Fan Presale,No,No
11/16/2022 12:46,6/10/2023,Detroit,34.05,Verified Fan Presale,No,No
11/16/2022 12:46,6/16/2023,Pittsburgh,50,Verified Fan Presale,No,No
11/16/2022 12:46,7/22/2023,Seattle,35,Verified Fan Presale,No,No
11/16/2022 12:47,8/3/2023,Los Angeles,50,Verified Fan Presale,No,No
11/16/2022 12:47,7/7/2023,Kansas City,76,Verified Fan Presale,No,Yes
11/16/2022 12:48,6/17/2023,Pittsburgh,50,Verified Fan Presale,No,Yes
11/16/2022 12:48,6/24/2023,Minneapolis,186,Verified Fan Presale,No,Yes
11/16/2022 12:48,6/24/2023,Minneapolis,37,Verified Fan Presale,No,No
11/16/2022 12:48,5/28/2023,East Rutherford,57,Verified Fan Presale,No,No
11/16/2022 12:48,8/5/2023,Los Angeles,47.5,Verified Fan Presale,Yes,No
11/16/2022 12:49,6/9/2023,Detroit,25,Verified Fan Presale,No,No
11/16/2022 12:49,8/4/2023,Los Angeles,70,Verified Fan Presale,Yes,No
11/16/2022 12:49,6/24/2023,Minneapolis,35.9,Verified Fan Presale,No,No
11/16/2022 12:50,4/13/2023,Tampa,50,Verified Fan Presale,No,No
11/16/2022 12:50,6/3/2023,Chicago,52,Verified Fan Presale,No,No
11/16/2022 12:51,7/15/2023,Denver,40,Verified Fan Presale,No,No
11/16/2022 12:52,5/6/2023,Nashville,50,Verified Fan Presale,No,No
11/16/2022 12:53,7/8/2023,Kansas City,29,Verified Fan Presale,No,No
11/16/2022 12:53,5/7/2023,Nashville,111,Verified Fan Presale,No,No
11/16/2022 12:53,4/22/2023,Houston,66,Verified Fan Presale,No,No
11/16/2022 12:54,8/9/2023,Los Angeles,55,Verified Fan Presale,No,No
11/16/2022 12:55,6/4/2023,Chicago,40,Verified Fan Presale,No,No
11/16/2022 12:55,5/28/2023,East Rutherford,15,Verified Fan Presale,No,No
11/16/2022 12:55,5/14/2023,Philadelphia,40,Verified Fan Presale,No,No
11/16/2022 12:56,8/8/2023,Los Angeles,43.64,Verified Fan Presale,No,No
11/16/2022 12:56,5/13/2023,Philadelphia,37,Verified Fan Presale,No,No
11/16/2022 12:57,4/22/2023,Houston,110,Verified Fan Presale,No,No
11/16/2022 12:57,5/13/2023,Philadelphia,60,Verified Fan Presale,No,No
11/16/2022 12:57,5/28/2023,East Rutherford,10,Verified Fan Presale,No,No
11/16/2022 12:58,7/29/2023,Santa Clara,40,Verified Fan Presale,Yes,Yes
11/16/2022 12:59,6/24/2023,Minneapolis,150,Verified Fan Presale,Yes,Yes
11/16/2022 12:59,7/14/2023,Denver,60,Verified Fan Presale,No,No
11/16/2022 12:59,6/4/2023,Chicago,31,Verified Fan Presale,No,No
11/16/2022 12:59,5/13/2023,Philadelphia,50,Verified Fan Presale,No,Yes
11/16/2022 13:00,7/14/2023,Denver,60,Verified Fan Presale,No,No
11/16/2022 13:00,5/13/2023,Philadelphia,28,Verified Fan Presale,No,No
11/16/2022 13:01,5/20/2023,Foxborough,35,Verified Fan Presale,Yes,No
11/16/2022 13:01,6/23/2023,Minneapolis,51,Verified Fan Presale,No,No
11/16/2022 13:02,7/23/2023,Seattle,60,Verified Fan Presale,No,No
11/16/2022 13:02,7/23/2023,Seattle,79,Verified Fan Presale,No,No
11/16/2022 13:02,5/13/2023,Philadelphia,110,Verified Fan Presale,No,Yes
11/16/2022 13:02,4/1/2023,Arlington,187,Verified Fan Presale,No,Yes
11/16/2022 13:02,8/9/2023,Los Angeles,30.2,Verified Fan Presale,No,No
11/16/2022 13:03,6/10/2023,Detroit,55,Verified Fan Presale,No,No
11/16/2022 13:04,6/4/2023,Chicago,43,Verified Fan Presale,No,No
11/16/2022 13:06,3/25/2023,Las Vegas,110,Verified Fan Presale,No,No
11/16/2022 13:07,4/2/2023,Arlington,62,Verified Fan Presale,No,Yes
11/16/2022 13:08,7/29/2023,Santa Clara,35,Verified Fan Presale,Yes,No
11/16/2022 13:08,7/8/2023,Kansas City,55,Capital One Presale,No,No
11/16/2022 13:08,6/17/2023,Pittsburgh,60,Verified Fan Presale,No,No
11/16/2022 13:09,4/22/2023,Houston,52.48,Verified Fan Presale,Yes,Yes
11/16/2022 13:09,6/10/2023,Detroit,28,Verified Fan Presale,No,No
11/16/2022 13:10,4/29/2023,Atlanta,175,Verified Fan Presale,No,Yes
11/16/2022 13:11,6/10/2023,Detroit,56.3,Capital One Presale,No,No
11/16/2022 13:11,4/28/2023,Atlanta,45,Verified Fan Presale,No,No
11/16/2022 13:11,4/23/2023,Houston,28,Verified Fan Presale,No,No
11/16/2022 13:12,7/29/2023,Santa Clara,120,Verified Fan Presale,No,Yes
11/16/2022 13:12,4/1/2023,Arlington,52,Verified Fan Presale,No,No
11/16/2022 13:14,5/14/2023,Philadelphia,44.5,Verified Fan Presale,No,No
11/16/2022 13:14,7/23/2023,Seattle,119.6,Verified Fan Presale,No,No
11/16/2022 13:15,8/3/2023,Los Angeles,38,Verified Fan Presale,No,No
11/16/2022 13:15,5/19/2023,Foxborough,78,Verified Fan Presale,No,No
11/16/2022 13:15,7/28/2023,Santa Clara,49,Verified Fan Presale,No,No
11/16/2022 13:15,4/1/2023,Arlington,34,Verified Fan Presale,No,Yes
11/16/2022 13:16,7/22/2023,Seattle,30,Verified Fan Presale,No,No
11/16/2022 13:16,7/15/2023,Denver,67,Verified Fan Presale,No,No
11/16/2022 13:17,5/12/2023,Philadelphia,50,Verified Fan Presale,No,Yes
11/16/2022 13:18,5/28/2023,East Rutherford,15,Verified Fan Presale,No,No
11/16/2022 13:19,5/19/2023,Foxborough,62.75,Verified Fan Presale,No,No
11/16/2022 13:19,5/26/2023,East Rutherford,20,Verified Fan Presale,Yes,No
11/16/2022 13:20,4/2/2023,Arlington,135,Capital One Presale,No,No
11/16/2022 13:20,4/21/2023,Houston,63,Verified Fan Presale,No,No
11/16/2022 13:20,6/24/2023,Minneapolis,60,Verified Fan Presale,No,Yes
11/16/2022 13:22,7/15/2023,Denver,40,Verified Fan Presale,No,Yes
11/16/2022 13:23,4/23/2023,Houston,40,Verified Fan Presale,No,No
11/16/2022 13:23,4/13/2023,Tampa,70,Verified Fan Presale,No,No
11/16/2022 13:23,5/21/2023,Foxborough,173,Capital One Presale,No,Yes
11/16/2022 13:24,7/15/2023,Denver,67,Capital One Presale,No,No
11/16/2022 13:25,5/6/2023,Nashville,50,Verified Fan Presale,No,Yes
11/16/2022 13:25,4/28/2023,Atlanta,75,Verified Fan Presale,No,No
11/16/2022 13:26,5/28/2023,East Rutherford,40,Verified Fan Presale,No,No
11/16/2022 13:26,4/15/2023,Tampa,60,Capital One Presale,No,No
11/16/2022 13:27,5/13/2023,Philadelphia,50,Verified Fan Presale,No,Yes
11/16/2022 13:27,5/20/2023,Foxborough,65,Capital One Presale,Yes,Yes
11/16/2022 13:27,4/29/2023,Atlanta,30,Verified Fan Presale,No,No
11/16/2022 13:28,6/16/2023,Pittsburgh,40,Verified Fan Presale,No,No
11/16/2022 13:29,5/27/2023,East Rutherford,40,Verified Fan Presale,No,No
11/16/2022 13:29,4/21/2023,Houston,24.25,Verified Fan Presale,No,No
11/16/2022 13:30,7/7/2023,Kansas City,45,Verified Fan Presale,No,No
11/16/2022 13:30,6/23/2023,Minneapolis,30,Verified Fan Presale,No,No
11/16/2022 13:31,7/15/2023,Denver,63,Verified Fan Presale,No,No
11/16/2022 13:31,6/16/2023,Pittsburgh,39,Verified Fan Presale,No,No
11/16/2022 13:31,5/27/2023,East Rutherford,100,Verified Fan Presale,No,Yes
11/16/2022 13:32,7/22/2023,Seattle,50,Verified Fan Presale,No,No
11/16/2022 13:32,8/5/2023,Los Angeles,27,Verified Fan Presale,No,No
11/16/2022 13:33,4/14/2023,Tampa,98.8,Verified Fan Presale,No,Yes
11/16/2022 13:34,4/30/2023,Atlanta,71.9,Verified Fan Presale,No,Yes
11/16/2022 13:34,6/9/2023,Detroit,30,Verified Fan Presale,No,No
11/16/2022 13:35,7/29/2023,Santa Clara,60.6,Verified Fan Presale,Yes,Yes
11/16/2022 13:37,7/28/2023,Santa Clara,54.85,Verified Fan Presale,No,No
11/16/2022 13:37,5/5/2023,Nashville,26,Verified Fan Presale,No,No
11/16/2022 13:37,6/3/2023,Chicago,79,Verified Fan Presale,No,No
11/16/2022 13:38,5/27/2023,East Rutherford,50,Verified Fan Presale,No,Yes
11/16/2022 13:38,6/3/2023,Cincinnati,35.99,Verified Fan Presale,No,No
11/16/2022 13:38,5/28/2023,East Rutherford,75,Verified Fan Presale,No,No
11/16/2022 13:40,5/19/2023,Foxborough,25,Verified Fan Presale,No,No
11/16/2022 13:40,8/5/2023,Los Angeles,54,Verified Fan Presale,Yes,No
11/16/2022 13:40,7/23/2023,Seattle,26.15,Verified Fan Presale,No,No
11/16/2022 13:40,6/23/2023,Minneapolis,90,Verified Fan Presale,No,Yes
11/16/2022 13:41,6/23/2023,Minneapolis,90,Verified Fan Presale,No,No
11/16/2022 13:41,8/5/2023,Los Angeles,50,Verified Fan Presale,No,No
11/16/2022 13:42,6/10/2023,Detroit,80,Verified Fan Presale,No,No
11/16/2022 13:43,4/15/2023,Tampa,51,Verified Fan Presale,No,No
11/16/2022 13:43,6/4/2023,Chicago,47.71,Verified Fan Presale,No,Yes
11/16/2022 13:43,6/23/2023,Minneapolis,60,Verified Fan Presale,No,No
11/16/2022 13:44,8/5/2023,Los Angeles,28,Verified Fan Presale,Yes,No
11/16/2022 13:45,6/10/2023,Detroit,130,Capital One Presale,No,No
11/16/2022 13:45,8/8/2023,Los Angeles,38.5,Verified Fan Presale,No,No
11/16/2022 13:47,5/6/2023,Nashville,70,Verified Fan Presale,No,No
11/16/2022 13:48,5/26/2023,East Rutherford,94,Capital One Presale,No,Yes
11/16/2022 13:48,6/4/2023,Chicago,112,Verified Fan Presale,No,No
11/16/2022 13:49,7/23/2023,Seattle,63.85,Verified Fan Presale,No,No
11/16/2022 13:50,5/27/2023,East Rutherford,123,Verified Fan Presale,No,Yes
11/16/2022 13:50,4/2/2023,Arlington,61,Verified Fan Presale,No,No
11/16/2022 13:50,4/22/2023,Houston,66,Verified Fan Presale,No,No
11/16/2022 13:51,4/28/2023,Atlanta,66.9,Verified Fan Presale,No,No
11/16/2022 13:52,5/26/2023,East Rutherford,20,Verified Fan Presale,No,No
11/16/2022 13:52,4/30/2023,Atlanta,156,Verified Fan Presale,No,Yes
11/16/2022 13:52,7/22/2023,Seattle,30,Verified Fan Presale,No,No
11/16/2022 13:53,5/13/2023,Philadelphia,100,Capital One Presale,No,Yes
11/16/2022 13:53,7/7/2023,Kansas City,60,Capital One Presale,No,No
11/16/2022 13:53,5/13/2023,Philadelphia,52,Verified Fan Presale,No,No
11/16/2022 13:53,7/7/2023,Kansas City,25,Verified Fan Presale,No,No
11/16/2022 13:54,7/1/2023,Cincinnati,25,Verified Fan Presale,No,Yes
11/16/2022 13:54,8/3/2023,Los Angeles,75,Verified Fan Presale,No,No
11/16/2022 13:55,4/1/2023,Arlington,188,Verified Fan Presale,No,Yes
11/16/2022 13:55,7/8/2023,Kansas City,46,Verified Fan Presale,No,Yes
11/16/2022 13:55,7/15/2023,Denver,35,Verified Fan Presale,No,No
11/16/2022 13:55,3/24/2023,Las Vegas,60,Verified Fan Presale,No,No
11/16/2022 13:56,5/5/2023,Nashville,85,Verified Fan Presale,No,Yes
11/16/2022 13:56,6/24/2023,Minneapolis,55,Verified Fan Presale,No,No
11/16/2022 13:56,7/15/2023,Denver,52,Verified Fan Presale,No,Yes
11/16/2022 13:56,6/16/2023,Pittsburgh,50,Verified Fan Presale,No,No
11/16/2022 13:57,7/8/2023,Kansas City,210,Verified Fan Presale,No,No
11/16/2022 13:58,4/29/2023,Atlanta,23,Verified Fan Presale,No,No
11/16/2022 13:58,5/5/2023,Nashville,35,Verified Fan Presale,No,No
11/16/2022 13:59,5/12/2023,Philadelphia,95,Verified Fan Presale,No,No
11/16/2022 13:59,4/29/2023,Atlanta,150,Verified Fan Presale,No,Yes
11/16/2022 14:01,5/21/2023,Foxborough,56.75,Verified Fan Presale,No,No
11/16/2022 14:01,4/22/2023,Houston,68,Verified Fan Presale,No,No
11/16/2022 14:01,7/23/2023,Seattle,35.65,Verified Fan Presale,No,Yes
11/16/2022 14:02,7/15/2023,Denver,79,Verified Fan Presale,No,No
11/16/2022 14:02,4/30/2023,Atlanta,48.47,Verified Fan Presale,No,No
11/16/2022 14:02,5/14/2023,Philadelphia,36,Verified Fan Presale,No,No
11/16/2022 14:02,6/17/2023,Pittsburgh,54.15,Verified Fan Presale,No,No
11/16/2022 14:03,3/17/2023,Glendale,110,Verified Fan Presale,No,No
11/16/2022 14:03,4/23/2023,Houston,200,Verified Fan Presale,No,No
11/16/2022 14:04,7/29/2023,Santa Clara,49,Verified Fan Presale,No,No
11/16/2022 14:04,7/8/2023,Kansas City,100.7,Verified Fan Presale,No,No
11/16/2022 14:05,7/15/2023,Denver,50,Verified Fan Presale,No,No
11/16/2022 14:05,7/22/2023,Seattle,82.6,Verified Fan Presale,No,No
11/16/2022 14:05,6/2/2023,Chicago,31.47,Verified Fan Presale,No,No
11/16/2022 14:06,5/21/2023,Foxborough,101,Capital One Presale,No,No
11/16/2022 14:06,4/2/2023,Arlington,30,Verified Fan Presale,No,No
11/16/2022 14:06,3/17/2023,Glendale,32,Verified Fan Presale,No,No
11/16/2022 14:06,7/15/2023,Denver,90,Verified Fan Presale,No,Yes
11/16/2022 14:08,4/23/2023,Houston,101.2,Verified Fan Presale,No,Yes
11/16/2022 14:08,8/4/2023,Los Angeles,67.35,Verified Fan Presale,No,Yes
11/16/2022 14:09,7/7/2023,Kansas City,77,Capital One Presale,No,No
11/16/2022 14:09,4/13/2023,Tampa,50,Verified Fan Presale,No,No
11/16/2022 14:09,5/28/2023,East Rutherford,45,Capital One Presale,No,Yes
11/16/2022 14:09,5/20/2023,Foxborough,44.15,Capital One Presale,No,Yes
11/16/2022 14:10,3/18/2023,Glendale,32,Verified Fan Presale,No,Yes
11/16/2022 14:10,7/29/2023,Santa Clara,147,Verified Fan Presale,No,No
11/16/2022 14:10,4/21/2023,Houston,26,Verified Fan Presale,No,No
11/16/2022 14:10,6/24/2023,Minneapolis,70,Verified Fan Presale,No,Yes
11/16/2022 14:10,5/28/2023,East Rutherford,40,Verified Fan Presale,No,No
11/16/2022 14:10,3/18/2023,Glendale,64,Verified Fan Presale,No,Yes
11/16/2022 14:10,5/14/2023,Philadelphia,35,Verified Fan Presale,No,No
11/16/2022 14:11,5/12/2023,Philadelphia,45.3,Capital One Presale,No,No
11/16/2022 14:11,7/28/2023,Santa Clara,142.25,Verified Fan Presale,No,No
11/16/2022 14:11,5/5/2023,Nashville,599,Verified Fan Presale,No,Yes
11/16/2022 14:11,4/23/2023,Houston,63,Verified Fan Presale,No,No
11/16/2022 14:11,6/9/2023,Detroit,70,Verified Fan Presale,No,No
11/16/2022 14:13,3/31/2023,Arlington,150,Capital One Presale,No,No
11/16/2022 14:14,3/25/2023,Las Vegas,90.85,Verified Fan Presale,No,No
11/16/2022 14:15,7/23/2023,Seattle,110,Verified Fan Presale,No,No
11/16/2022 14:16,7/8/2023,Kansas City,70,Verified Fan Presale,No,No
11/16/2022 14:16,5/13/2023,Philadelphia,39.03,Verified Fan Presale,No,No
11/16/2022 14:16,5/27/2023,East Rutherford,67,Verified Fan Presale,No,Yes
11/16/2022 14:16,4/23/2023,Houston,52,Verified Fan Presale,No,No
11/16/2022 14:17,6/4/2023,Chicago,50,Capital One Presale,No,No
11/16/2022 14:18,5/6/2023,Nashville,27,Verified Fan Presale,No,Yes
11/16/2022 14:18,7/29/2023,Santa Clara,50,Verified Fan Presale,No,Yes
11/16/2022 14:19,8/9/2023,Los Angeles,58,Verified Fan Presale,No,No
11/16/2022 14:19,4/30/2023,Atlanta,20,Verified Fan Presale,No,No
11/16/2022 14:19,6/3/2023,Chicago,30,Verified Fan Presale,No,Yes
11/16/2022 14:20,8/3/2023,Los Angeles,125,Capital One Presale,No,No
11/16/2022 14:20,6/23/2023,Minneapolis,35,Verified Fan Presale,No,No
11/16/2022 14:20,3/18/2023,Glendale,32.72,Verified Fan Presale,No,Yes
11/16/2022 14:21,4/29/2023,Atlanta,40.45,Verified Fan Presale,No,No
11/16/2022 14:21,7/29/2023,Santa Clara,100,Verified Fan Presale,Yes,No
11/16/2022 14:21,4/2/2023,Arlington,120,Verified Fan Presale,Yes,No
11/16/2022 14:22,4/28/2023,Atlanta,44,Verified Fan Presale,No,No
11/16/2022 14:22,5/26/2023,East Rutherford,60,Verified Fan Presale,Yes,No
11/16/2022 14:23,7/22/2023,Seattle,46,Verified Fan Presale,No,No
11/16/2022 14:23,7/1/2023,Cincinnati,140,Verified Fan Presale,No,No
11/16/2022 14:24,3/31/2023,Arlington,59.92,Capital One Presale,No,No
11/16/2022 14:24,4/22/2023,Houston,52.85,Verified Fan Presale,No,No
11/16/2022 14:25,6/2/2023,Chicago,450,Verified Fan Presale,Yes,Yes
11/16/2022 14:25,5/14/2023,Philadelphia,40,Verified Fan Presale,No,No
11/16/2022 14:25,5/27/2023,East Rutherford,40,Verified Fan Presale,Yes,Yes
11/16/2022 14:26,4/21/2023,Houston,167,Verified Fan Presale,No,No
11/16/2022 14:26,5/6/2023,Nashville,40.6,Capital One Presale,No,No
11/16/2022 14:26,6/9/2023,Detroit,35,Capital One Presale,No,No
11/16/2022 14:27,3/18/2023,Glendale,100,Verified Fan Presale,Yes,Yes
11/16/2022 14:27,5/27/2023,East Rutherford,20,Verified Fan Presale,No,No
11/16/2022 14:28,3/18/2023,Glendale,36,Verified Fan Presale,No,Yes
11/16/2022 14:28,4/1/2023,Arlington,77,Capital One Presale,No,No
11/16/2022 14:29,5/5/2023,Nashville,54,Verified Fan Presale,No,No
11/16/2022 14:29,4/15/2023,Tampa,45,Verified Fan Presale,No,No
11/16/2022 14:30,5/13/2023,Philadelphia,45,Verified Fan Presale,No,Yes
11/16/2022 14:30,6/10/2023,Detroit,30,Verified Fan Presale,No,No
11/16/2022 14:30,6/23/2023,Minneapolis,40,Verified Fan Presale,No,No
11/16/2022 14:31,4/28/2023,Atlanta,108,Verified Fan Presale,Yes,No
11/16/2022 14:32,4/13/2023,Tampa,46,Verified Fan Presale,No,No
11/16/2022 14:32,4/29/2023,Atlanta,103,Verified Fan Presale,No,Yes
11/16/2022 14:32,6/24/2023,Minneapolis,35,Verified Fan Presale,No,Yes
11/16/2022 14:32,8/5/2023,Los Angeles,42,Verified Fan Presale,No,No
11/16/2022 14:32,3/17/2023,Glendale,65,Verified Fan Presale,No,No
11/16/2022 14:34,7/29/2023,Santa Clara,35,Verified Fan Presale,No,No
11/16/2022 14:35,6/4/2023,Chicago,35,Verified Fan Presale,No,No
11/16/2022 14:36,4/13/2023,Tampa,362,Verified Fan Presale,No,No
11/16/2022 14:36,7/23/2023,Seattle,30,Verified Fan Presale,No,No
